duration,hour,day_of_year
37.819714097949046,2,287
17.90301921913361,11,263
25.002135007137475,14,132
20.847111285026706,9,152
25.475703591597053,12,221
6.236321318927501,2,360
4.939258843443514,12,161
31.524032268988343,10,278
17.44511237707426,14,135
11.537696581146335,9,249
25.062974435625083,1,133
4.008643754996844,10,161
18.012696797944407,9,265
12.62795399998867,1,132
9.656208093960133,10,298
10.07898750343725,1,130
31.28034618338947,6,280
15.401868696499807,16,303
47.651184116591445,6,299
5.078014556164839,21,307
8.533992197440451,2,201
11.815037617748583,13,186
24.83448373349603,18,6
4.251570724450874,21,308
7.157874830758625,13,157
12.06919270268351,8,255
10.874275731007774,16,69
29.53064135734487,15,221
6.923775434005989,8,161
16.425815080505313,15,87
16.31780611937339,3,109
5.404462423903091,9,161
35.0,1,75
15.170682672968649,2,89
5.913986096266121,4,313
11.334333302754608,1,131
27.11654714910359,6,130
12.346046004798902,16,7
14.0,6,4
5.798934569089425,12,129
41.03800002737938,15,178
21.483777767108293,6,134
16.088931297232616,12,218
12.132142483180065,19,306
16.965680769611737,9,263
11.05115404416887,19,307
6.31421821511273,21,250
15.736200425060762,10,344
8.330242779336405,22,7
8.281802342940903,14,42
13.199974410014068,4,125
9.550287001369966,5,67
14.14352913755547,5,53
12.875029544851953,4,364
30.614114522447785,10,305
10.385399352241325,0,356
11.63524333147724,5,364
7.336263148967976,2,132
18.14253046529853,12,40
15.263036533832755,2,90
5.142963521149742,12,312
4.8492891934968885,9,312
22.38192472495728,1,300
6.678062264994448,15,309
24.16133174597445,18,48
19.637390520776982,0,67
28.515938996222474,13,259
14.335801269213727,12,134
11.290981472539087,19,9
13.739026557787959,13,5
50.7486252058545,6,128
11.925579876566067,2,357
14.14129924776187,13,129
15.568092512337866,11,345
9.293080807559535,4,365
27.064561674239116,2,132
33.91329603361746,14,299
11.324419908049741,4,46
6.624293989028895,16,282
11.68094751884942,6,48
6.0,1,138
22.164576991140716,16,130
9.449664427235998,16,44
27.56275542939714,17,6
26.904903087085085,14,295
27.710135431798065,7,130
35.18786468550704,4,63
5.2065836114298865,21,304
11.946801762989825,21,168
84.77530959557198,19,281
20.925365776809553,15,256
37.493252558609385,11,224
4.0,21,309
4.0,5,300
9.184424131721016,18,88
29.094255989291565,7,302
22.22295587371172,3,134
30.31611937115479,7,130
13.44614397934555,3,352
13.540225485678203,10,216
9.646236798353506,19,8
35.94345057136984,2,286
34.06467600615116,14,299
11.930361073235073,1,133
7.89088223479532,17,251
39.3039654754224,3,293
11.018346676147551,20,152
10.309143733593205,9,161
51.251367711315496,9,298
6.638810237804822,13,130
12.142551318401395,16,194
10.049300936802931,1,136
12.894790499172894,22,169
4.337340141017023,11,161
12.249811699240524,13,135
36.61643902711886,11,55
24.757484295734127,14,133
11.689999737308943,2,46
7.85942065057294,19,88
8.138786390306926,21,9
12.518812876817194,17,218
17.309247237868455,13,135
7.356510587589433,22,188
18.506146879884565,16,44
10.301916700077502,14,278
16.344763715665742,21,170
10.479874353887325,2,54
14.898142392629687,15,348
15.226138782073296,12,134
6.89545704891146,18,57
12.49937799089582,9,256
7.956582621942017,11,163
10.468596409751262,14,131
11.966774579301118,21,9
24.78981439540312,8,131
16.31737660991215,15,134
23.360384192649896,20,275
9.444000129606994,2,51
28.409301309288175,9,129
13.394791832187751,17,255
9.095992504429372,20,249
30.979925477300373,1,283
12.89106935698435,6,49
19.689558739500132,13,251
9.704431177652367,19,302
12.217786627962077,17,153
4.7269227064932915,21,306
8.491180002496364,17,300
7.6266962799943325,18,122
9.765100105894497,22,67
13.86476169960768,2,115
19.589707725830678,3,67
6.3768904381318965,17,48
12.435711832008709,1,132
12.415140758024648,11,161
23.646472574429396,18,53
10.93485216121458,1,134
21.84390945664656,0,67
15.511825119124463,12,135
37.4108965384134,11,297
12.065123169355875,3,124
11.508444213862136,9,359
8.023970368450149,21,62
35.141309612006516,3,64
13.967052681426035,4,126
21.893680914478537,14,167
10.040893311227848,0,57
12.907643833210136,10,254
13.929999811515367,10,251
31.232039828901105,5,281
16.042949544893162,0,67
11.311906956313562,7,359
10.721174493101218,19,307
12.418525586800564,2,119
29.43437904494489,9,131
5.587742775317934,4,297
8.493776507473623,1,129
21.64673742598975,6,133
27.09918795495836,15,271
7.863932114845047,17,302
11.804753121989695,18,152
15.0,15,133
13.11112789408587,18,152
13.46633562785293,13,162
30.63215255409295,14,297
13.082754395559377,12,135
10.0,21,66
25.770962803469235,14,166
15.819350789235763,22,175
15.367856785465808,2,110
25.001328344311624,14,132
16.506915483209674,15,87
4.4609123942657245,6,365
35.0,2,65
9.135459020884596,10,249
9.946751895912833,14,131
27.050880991250512,12,132
9.073802638896582,12,192
12.260767393573794,5,217
6.544330213409586,19,88
19.065235896683134,8,135
4.0,21,309
12.666903952275456,3,125
10.928835574536384,16,218
16.377960437629007,3,108
16.99244228937478,15,87
11.454707307694136,9,249
17.983111221268405,3,58
17.42835714501931,13,152
4.152728332278141,11,161
8.293290789613286,0,55
15.12264438779474,15,131
35.30753313584891,13,300
4.275191851404153,11,161
12.359264648582124,18,8
13.510633038234559,4,56
7.372166456402189,6,316
12.694240653712694,16,298
30.77733107655082,15,309
16.67954992713391,8,220
5.1244510840795625,4,212
16.0,14,254
10.965880721388018,11,249
5.0,14,132
18.43498901203133,9,45
34.67366156906801,16,299
14.320680688582419,6,125
8.568556949055559,12,249
8.419382740821199,16,156
8.384969712899432,13,42
12.691699100919935,22,169
10.995291187634766,1,130
25.895133091189535,15,255
10.475748370075971,5,298
13.333337727989111,4,362
4.0,8,304
12.817843544218848,17,88
7.53185445902359,6,316
51.12915977875187,17,21
13.280567749474997,13,41
59.27818826917061,17,27
13.275617780980285,10,273
8.364354238428232,17,249
12.066692617427496,0,112
21.602517146359368,13,41
30.680019164646392,8,298
8.475265227663463,20,304
13.306987072104988,1,5
15.666511197944454,19,218
22.552260085813444,9,266
32.0,12,267
16.64739739407114,15,87
12.773514993944506,11,161
14.453021782430639,5,354
13.683531733636016,2,116
14.909193437062616,15,132
13.870087580946718,11,125
15.2069700873441,12,135
10.9591198164175,18,3
20.359898438329694,14,270
28.87191328406299,2,290
4.819137820354613,3,303
10.816007133070151,6,46
14.0,4,5
12.107486904469784,6,48
30.395517991416135,11,262
12.610735132639082,13,88
12.949546966554877,18,9
16.56251807339179,9,219
4.820859335286046,2,209
5.896198112825382,21,302
32.47105032403198,19,296
13.930253615028265,9,249
10.926898946256852,4,44
11.203177964012934,12,298
17.424617049599593,6,68
10.349758331842132,0,356
10.267417081598314,1,137
34.59898000856953,4,128
35.188796288758816,15,175
33.70216869648359,17,45
31.7285614223658,14,277
11.623930572622843,9,255
9.97821164569526,18,88
12.996351349752754,15,133
24.913732470774086,15,255
11.220488434689106,20,152
6.524965768951106,8,162
16.42471003462656,9,43
20.047210146688666,7,148
34.61931031883913,16,298
11.657878862157373,2,119
22.96936239544625,8,133
11.979328631108096,18,152
4.538039293596621,3,301
10.41201849342239,20,9
8.268846742452844,19,249
8.142170237094994,17,59
10.518132520725384,16,66
8.446841019438322,19,186
10.152374119388464,6,364
41.03521502440628,17,14
6.779648233607647,20,250
12.12018339488679,17,301
7.315608880794594,6,315
16.33208242005762,10,158
13.516267687885778,9,250
25.889679996160414,13,295
20.409490834027153,15,251
20.045849977558433,16,130
17.09902122935926,14,135
10.70529502343276,13,298
13.642217301219212,10,216
9.389847528390757,13,121
10.37537577142524,6,362
31.083965098131518,21,49
8.34460408444756,18,249
26.845710478459637,15,170
11.103790599036822,18,281
22.56868178681558,8,152
15.292853216194484,8,220
6.674269028807974,18,56
46.528021159994516,5,298
10.881125608822927,16,69
20.70561717047442,14,217
6.0,1,138
23.258703114179056,15,131
20.098619542960208,7,140
13.440079898367907,9,55
42.832492015528146,12,304
37.04003589389647,12,224
5.0,14,133
13.719716632016489,4,126
15.91969067509497,2,110
6.7426298952700305,15,134
83.52221807531232,17,283
19.619621115702405,14,138
22.91358551781902,19,219
35.0,0,80
30.732313766668334,18,274
6.882038731800452,22,249
14.503263640786592,12,124
12.412386365926718,1,132
11.0,7,190
12.622203701399313,3,125
16.133636507815417,21,176
11.235337696029363,7,3
17.41132180626096,17,190
28.10412225970559,17,6
14.307893288135322,11,160
15.856767709120206,15,133
34.61792748305799,20,297
5.773272617670036,20,127
12.361976939470416,1,46
13.80878998456354,6,126
13.677152412457673,3,127
18.49964976697753,12,156
11.582748326339349,9,358
13.265643139860122,6,124
16.501515461479734,9,219
4.567132607130283,11,160
10.31286316085513,0,117
14.870594197090655,15,349
33.14931973939515,16,308
12.909528490382696,15,298
8.232039704375412,6,317
25.732570511982885,16,253
27.30252039741491,15,295
10.439256678174615,4,48
11.039591316694509,19,306
16.0,15,218
22.76571072199817,9,152
13.35337815817319,8,197
10.325027840806172,7,362
13.569459790492811,7,126
7.8541085211061565,8,161
6.788990466768247,22,249
9.270079117370257,18,154
27.644145240740787,7,130
22.33567814328572,2,300
26.332299251231916,9,132
29.869508653957592,21,51
7.288444371717741,8,162
12.205401408478028,8,254
7.237117917173377,1,131
13.089752314920187,15,298
13.494032760712162,4,53
7.066053014031585,19,123
31.535236173898216,4,129
12.876016425540033,9,327
12.570537623032031,16,299
27.191178435005373,14,257
15.028914654004884,15,133
8.37373047037724,17,59
19.70473062109778,9,266
12.744193344869512,11,125
26.93111604150373,6,131
14.199533894100757,11,252
37.72525079661888,19,48
16.103121362408075,3,109
17.713291833700083,8,47
17.399807366219022,7,220
8.777477120529301,17,78
33.46759893863803,1,284
9.67126707962964,0,51
26.56891598235317,8,130
10.078817051577937,0,50
25.185535602964173,22,52
8.578069323142381,13,164
16.033579878256315,2,97
14.960645475045853,17,88
13.369299528841214,11,7
7.099212537061513,1,136
16.861326904511273,16,132
4.439419135722309,15,285
10.427842032448375,2,127
19.09799085081,19,219
9.63851142725862,21,9
33.453327161235165,20,296
8.721498998763174,19,186
18.346227745790106,10,53
24.251866729990446,6,132
10.460476266164513,17,61
8.553379016126707,22,6
27.549374358892383,19,220
16.296207689009492,11,218
11.852377588015866,22,186
10.745360115884951,9,249
13.154805324572392,1,111
18.06467246502704,18,275
66.99194917630653,13,291
5.628781097795674,10,290
21.499048733676496,6,134
87.89100004159536,19,281
8.696326701245717,12,42
29.24400937863747,14,252
7.856406784923372,16,156
8.877418492381555,20,53
25.934574956575958,14,167
18.24377161613125,14,301
12.97327148310445,8,249
9.455397969669313,4,67
4.374795230469558,11,161
15.626445198952318,11,88
14.798044222350368,13,197
13.21518799502009,0,60
35.0,1,71
8.681335697066096,14,217
13.419900748897659,11,299
12.698257556467542,8,249
78.29871748717463,15,283
17.29128907563076,12,157
27.062007833210195,2,131
16.612306987807052,22,184
11.005350095615515,0,58
10.335005483762226,20,68
10.007838427772525,0,50
9.199774824344214,18,166
6.289312509062724,19,305
13.670171076395757,4,126
25.651178966218396,16,170
23.735296130879306,1,297
12.386803741849093,6,46
13.548243065899536,4,360
12.923641634429345,1,112
8.177765219661627,4,365
12.011213140425369,16,88
13.812610975497405,21,3
36.71874420474373,13,223
15.65864894923535,6,87
11.598264728277137,18,304
17.347679345398475,22,184
9.615976369359204,16,165
8.091847832406685,12,216
15.0,12,134
17.380649053277217,15,301
34.177024330871234,18,221
16.644028967511606,3,108
11.031626392465924,2,124
12.691419325841672,8,249
7.822336570360158,6,299
8.515974184776965,20,307
21.477970104474313,14,166
16.923278093087237,15,300
45.79128731056016,5,296
4.0,18,309
17.233202350951316,16,131
9.334825640973008,20,305
10.884964308180589,16,69
42.40058912429358,9,300
8.467504960772041,17,300
12.983133336974515,18,305
11.933847516785637,18,9
8.782137098293642,19,128
7.431944767278377,18,57
13.733214149701693,13,352
12.913617146388763,16,298
14.125512777228831,6,88
19.478167839961067,20,276
13.992469552497315,17,304
12.44352183558898,18,305
31.20028123603514,4,281
14.664752476796698,1,109
10.134806652602188,22,68
16.576285924589115,15,87
34.28035232921745,19,220
7.24505540364764,8,161
21.425253309989788,6,134
16.765981600502567,18,358
56.545974873439896,11,296
65.0336465433494,13,292
8.499070597568124,13,42
16.50625053146481,20,277
26.700510091978657,20,217
7.577550528534669,9,162
10.808164337038379,14,41
12.161220776666056,15,298
12.500240354814748,16,164
29.644706857712876,13,131
10.0,19,64
10.39121018045866,10,320
15.50744074934018,19,278
17.777101426061034,11,263
11.817153252263175,14,208
27.971688725597332,7,130
10.789970650483719,1,122
13.281038081381029,19,167
8.861119976423582,12,43
27.02298494659623,6,131
9.364890955083471,15,165
12.303892518297069,9,256
25.447522466196496,14,132
14.286482953158057,13,41
8.13477617609153,19,88
18.51721823231895,14,300
12.961319674404615,10,216
9.676606708133562,15,8
11.785416631370337,16,131
8.90821343075298,6,205
24.52402107596817,0,66
11.023893214236354,20,167
4.15087788924639,21,308
10.329919528551526,10,252
8.553380187865748,15,249
19.470706506510705,14,43
5.257469167159579,17,132
28.693456774099005,11,132
19.72635802546835,11,40
6.375065367949258,13,163
25.487579186286634,17,173
11.474595186282098,15,133
6.427284533877037,1,133
13.735566804492102,12,128
25.132399115501563,2,299
9.814496262545603,10,250
7.62248513202545,20,126
8.955826888290822,1,130
50.95410381926626,7,298
19.30123301610097,21,181
9.315485105011835,14,120
9.255549624790882,20,305
14.956801207977284,8,124
48.02757183175755,6,299
7.5031048887013725,1,145
31.344781420072646,13,257
15.92368696255022,2,96
15.072580324083962,15,299
8.013251033503911,21,249
7.551314666303879,5,213
14.377567701197686,11,124
7.2332808266413195,17,249
21.887716910062718,2,135
6.6936253205477225,18,304
30.063741306175977,9,304
9.28882577639709,11,44
14.51874770221126,4,121
13.629723989869625,15,132
14.595667237022543,11,249
35.0,2,68
7.483933410099253,2,131
10.0,19,64
29.23816037064022,12,260
24.384612032433793,9,266
16.267586135187333,16,88
27.52664992933085,7,130
6.0,1,136
11.0,15,291
23.521411463599627,19,219
19.828905274231523,6,148
27.364317008679674,9,130
8.110024947326803,13,130
14.332275716729994,11,197
10.437294825243418,8,298
13.732399201138293,6,126
23.31460933568752,14,145
12.498780905602318,17,300
13.431473223103605,13,121
6.958740015854204,8,161
4.0,7,302
4.4922698523261495,3,301
21.514126314493865,8,133
8.036935479114126,14,249
6.0,1,139
20.435296646576447,14,218
32.352327208955096,0,79
25.034687008919207,6,131
7.826796785695022,16,308
7.150818774572297,22,249
8.132848852835776,21,9
21.219543244975966,8,133
16.82023637269566,10,134
16.487111250695673,15,134
15.331272344083084,17,88
5.878191130501657,9,162
12.078257718918513,17,88
11.0,16,289
16.0,13,218
7.116791247866505,11,161
7.211022749221595,11,161
13.275840655667041,10,216
15.708652172354086,13,122
13.329467907953054,14,158
28.72064378448347,14,301
18.568439757504862,13,218
6.366232196772658,9,293
9.408119056825923,7,64
25.34314070727468,14,132
22.331402764706237,7,133
6.858565099634896,18,306
14.170944184585299,21,50
15.731316519703297,13,212
50.48637709526928,8,299
22.21570217706613,9,266
6.7446132618954895,13,279
36.264927721173535,19,297
8.034364751360911,19,88
14.363067919998304,14,350
34.571017560237024,19,219
23.342113016125033,16,46
20.468314613771987,14,270
16.0,18,218
12.83198059482812,1,111
33.968688852583014,15,305
14.97326463348121,15,132
11.638956945771756,9,122
14.056677301148973,10,249
4.077541653132961,2,211
11.719118034813757,18,152
4.41591271857878,21,307
6.251912573457529,19,88
24.626681618461674,19,219
3.9086164661407823,13,285
12.48616307926276,8,125
12.08756730258009,23,172
7.819096278684034,9,297
6.073170629915434,21,124
12.252392857352977,12,57
25.73263579550169,20,218
5.107822460422499,19,53
11.0,21,155
13.172362180969284,0,353
6.914324889761773,8,162
29.286714633683324,9,222
16.929996487866934,7,220
11.646173714568215,19,9
9.174773192359947,9,298
28.46682868266202,10,130
9.87655880009595,1,125
8.935698725654817,1,358
10.864042163117317,1,133
18.799559516237117,15,256
15.78786520678618,12,123
30.033812297443593,7,298
24.192219819114392,0,66
13.842325504749933,13,162
15.0,13,134
45.104033958811435,4,294
8.381486409092235,13,42
11.207357161468552,1,133
22.902684672676575,1,134
22.16203018675022,3,134
15.982496843382679,22,175
31.54803235666424,12,259
13.563219571525163,3,49
8.451420937635111,18,125
20.902739266588746,11,300
7.034007523665563,21,305
11.029256517755352,21,168
12.450696098382148,14,298
9.433820659583315,19,302
6.226759654732332,9,162
11.0,1,127
5.306074680530883,7,311
8.390755152329637,0,60
22.793394368448425,1,300
29.03292407866464,6,129
21.31905866516692,19,8
10.0,19,64
25.2603563418365,18,6
14.262924774691713,22,54
5.08329283643352,3,305
16.450396247663647,7,49
5.69309548680543,20,128
30.34011513839969,5,129
21.702221409734648,16,254
15.0,15,52
13.468970389046067,2,117
9.073136104587443,17,60
22.600914740118007,10,133
5.692431463865532,18,55
7.7372792796468515,21,304
14.378277968352302,15,298
20.08493241847748,1,86
10.0,19,64
6.0,1,140
24.465397674357927,14,133
29.89298568105089,15,303
10.056986554977275,11,88
15.954549779641976,21,51
7.293260587869868,17,249
40.51972065291727,5,129
13.666256996395513,7,207
4.726476565911346,10,312
7.272973192685354,3,213
15.199664990633023,8,220
8.356377904507822,1,134
13.911012487792366,11,216
36.77868828302507,12,223
9.392287731867865,20,9
21.179363869655514,14,251
4.352465208401754,11,311
12.315701464636957,16,87
4.785676132742183,15,282
10.318576871496974,14,41
8.538477072411393,22,6
14.883139597729272,21,51
21.772791570804984,11,268
5.679012305313003,18,51
37.27809853264307,17,297
6.75304051609137,1,143
12.868923545812043,10,254
15.680049342677876,13,365
33.511926050689084,17,45
11.491445834004242,3,61
7.665392329768762,15,43
21.472980675637807,18,273
11.739920243040036,1,126
26.432481577004413,5,131
33.78377238901725,19,300
16.71304520447733,18,357
17.386153023350715,22,184
8.113608320074714,14,156
13.362288825285502,16,255
13.0,12,129
12.33291236086441,5,196
10.717017721126869,5,47
25.275938427171756,0,71
14.688995339251434,19,218
10.706837855780542,1,121
3.229154887315441,14,282
12.693391770157438,9,326
3.0659689933580783,4,365
23.59786024888117,1,134
11.0,4,193
5.348517684012998,21,304
10.959969930474475,2,196
28.670871233884377,7,288
14.859539312398752,21,174
31.087909182656002,6,129
12.091373318579167,6,7
11.155362337159339,6,47
34.89171086520275,14,299
7.603283977993183,21,187
13.59398819829389,14,6
15.931507247955427,2,110
5.240666739367143,18,53
13.814625422476775,13,249
16.283372433922185,13,218
16.0,14,257
7.833206603284822,22,249
15.706158502119054,13,212
7.382088019863694,6,302
17.336777111995236,14,135
10.558178589475386,18,301
12.978615356582543,18,8
16.938413743858145,7,220
22.90370583572263,19,178
13.207004865711998,3,48
17.343561645490695,8,47
13.930671669612234,1,6
21.10657791833461,16,254
6.334981901858233,18,56
13.35225079517658,13,158
35.0,0,80
8.367241848391519,1,358
9.596701705760701,4,215
5.921124484410326,11,160
10.516510633502588,9,249
23.514056225362264,12,133
4.762945882563629,3,303
16.863017148993183,0,62
32.0,14,269
56.04986295610484,17,204
9.058523293621173,11,161
15.583135898509935,14,256
16.53883309874609,3,108
31.819795375909468,4,129
29.983984945614697,14,129
10.746003465904458,2,124
12.164159509345378,18,9
10.174587935694975,18,7
32.0,11,266
11.22012656840223,2,124
6.299811298627942,20,86
8.736712969834217,17,7
15.891218502955377,3,110
45.06722982904756,4,294
7.896990616579025,20,305
11.069800654614628,5,46
13.781249160879655,17,88
6.017645201925021,12,314
13.569224239901406,11,125
11.0,6,191
37.38750032249527,15,51
30.830630884910466,1,283
5.579726157097225,18,127
6.0,4,312
18.205022419401157,14,301
34.51516073828072,13,299
11.943813969661983,18,165
8.549256886641258,21,9
22.68573670684217,9,152
10.814315999691337,20,5
26.54872442802868,20,275
4.685700542933644,11,161
25.01234338354532,22,52
14.278064317829841,11,354
13.232324510742455,15,298
26.171309479145982,16,172
10.844997955307903,20,52
14.33516780367531,11,197
13.357422389676366,11,7
8.392789154618637,20,249
10.92451778607608,14,132
11.905091558732654,1,46
4.0,16,310
21.107920617574685,17,272
50.86903066041546,10,299
19.461589307853064,6,144
14.4940333935699,5,54
9.685798554369725,9,161
33.492572037621066,15,308
11.474561830815947,12,218
18.838682960459725,12,156
14.495272900246155,11,124
31.976186974988085,10,264
10.31654622259249,20,68
16.122794451660436,15,299
6.0,4,312
10.115416707078813,16,62
8.375661678550495,13,42
23.392811288011536,14,295
11.432454018255559,19,305
5.30878819061346,17,131
26.603039555053282,7,296
11.0,21,161
28.9407732996895,10,131
37.01679620473425,11,298
28.51174769804713,7,129
12.262464587874096,7,4
12.612361877054415,1,112
27.87269140254311,5,84
10.653456954190604,18,3
19.594610342335315,12,40
35.38789707295442,20,218
18.311262818527112,9,45
6.0529528904320715,19,56
16.0,17,218
6.336236256798592,5,311
7.675343243153762,16,164
17.72388739628486,20,365
12.518548913979508,1,45
14.700715179220108,13,196
11.0,21,159
12.059762522177053,1,132
13.16165784483986,8,249
11.837847234499975,16,298
36.626821776651695,19,48
4.0,21,309
10.688857126261395,13,69
28.207272979067668,8,130
6.738838116833815,1,132
7.098533951957002,19,301
8.287291406210553,0,56
19.120869780955204,19,219
12.978447288956366,16,87
10.122180119484405,18,7
29.419832233343413,6,298
35.507465542928415,20,217
11.829884582690719,1,46
16.491190319766176,15,87
32.0,12,267
13.0,14,132
15.09289628949406,5,53
8.542731927078021,19,8
67.56376828399145,15,191
11.829314234125759,1,46
4.0,19,309
14.703312835267404,15,80
79.57703336025762,19,283
7.784961162559619,15,290
8.536107811789503,8,161
11.910871814431522,2,131
6.116898285150414,15,287
26.9717318455669,3,298
5.393947213163036,12,159
18.996754999025327,14,137
15.883492983275413,2,96
13.047296502296698,4,364
35.0,1,75
8.854440635659277,8,298
9.308485742571625,18,154
6.819048205704668,20,59
11.525807900727157,9,364
10.77649894799516,19,252
18.28342512252386,16,131
25.942410166854746,13,149
38.36537773006678,15,298
13.800754045591686,6,126
16.224807207957756,13,123
12.263564813145106,6,46
14.937003188542572,17,183
8.825801644083832,17,60
32.927545731413446,19,220
14.968353656006359,15,132
5.045520283123739,8,312
9.233061150214585,15,133
9.624220087902817,21,174
23.440421145534657,1,134
8.68703915058248,0,63
6.632330338996761,18,307
18.882988275142054,8,136
28.0014104319064,5,130
10.711116665759146,21,9
24.794122500836547,12,150
12.335418529437574,4,4
9.458447796270207,10,298
10.580211913745737,0,114
11.788720991208352,4,365
8.728574777379881,0,54
26.53044514136897,11,131
17.42888246826017,13,163
24.896823555849526,9,133
20.217636494848666,16,130
11.611103332931599,6,4
5.029764655585123,13,129
13.72929103291551,4,125
7.483205238903571,1,133
14.764672926591423,9,220
10.946771289653933,10,321
9.709406900186394,12,4
13.834697713862038,2,6
27.522433412954705,18,7
40.86016473821795,14,33
16.406556783808103,14,219
20.677664548158997,21,181
17.169192139677776,10,157
9.270157978610847,2,52
28.558765944624398,9,131
6.742339032039062,22,249
35.00199310118444,9,130
14.263992220078865,8,365
34.12221007991745,19,220
5.787970410093921,21,302
6.674960651349796,5,307
9.623217381010019,2,128
14.54809847215531,0,67
15.675298603998469,2,94
14.919651535968127,5,53
5.025237345848264,16,134
21.768522214349005,20,179
11.359481572221947,2,54
16.263436041742764,16,275
7.466401550326616,15,157
20.469828903587455,14,218
6.635655186364925,14,163
4.600281460528037,11,161
13.785942148347827,0,5
12.858166834317718,16,87
8.696167219103469,1,53
23.326850558009877,1,300
27.010962730936896,2,132
10.201978740281566,18,166
20.11815269694931,9,134
12.71125412555202,2,47
18.46347351103625,14,300
9.723328660855476,22,67
11.0,1,127
34.490449374638,20,217
13.428374709063254,6,361
6.0,1,140
16.95495351952243,3,107
11.819869711364767,10,364
24.809953366353874,10,296
23.92373173358793,1,299
12.520848623364943,16,300
8.103377318198126,14,156
8.632666170570712,14,293
22.102074525649613,12,40
28.369364889077396,15,253
11.58375633019875,1,126
11.097248727956165,19,6
8.976801044558055,20,305
21.948426657782544,9,133
15.0,15,133
22.71459156497542,10,86
22.186070524744444,16,252
18.629642084116767,22,52
12.873320743735254,6,49
12.717367097621354,14,276
8.863805706439175,0,55
8.384256461593367,20,307
14.329175626434687,13,122
16.11789197198355,15,84
31.071616494363692,14,253
8.981991468395277,14,217
6.815970390290866,20,83
22.231329647859976,14,43
9.21550075886755,19,3
13.66399294100989,14,5
5.328412708811397,11,289
10.77338104778225,1,121
37.74489759523391,17,49
10.756556400091938,0,117
13.077632515329897,16,8
24.739378128813478,1,295
29.503063423834654,14,57
7.398888898973577,1,142
9.388675229664054,14,218
5.452280811936481,5,364
9.651515683328892,11,63
6.3676556519359355,8,161
29.991894147570893,14,297
15.425973611050294,17,88
24.49480216363494,1,132
31.927355180586297,10,264
5.9270864764550435,16,282
10.318049572550919,14,278
19.0,7,139
23.72444962038802,6,298
12.649805343888877,8,249
14.979607914693498,22,173
8.581417714468511,22,5
6.0,1,142
7.6610278547366075,1,141
19.237344562953655,16,130
12.668006662535365,15,133
26.90324239340446,2,131
13.805415159293062,13,128
8.573684489350764,17,165
6.500028648437157,2,212
15.226072750325088,15,81
29.47846370777969,1,288
25.798882705379764,3,131
8.037981856125608,16,165
12.299173499979606,1,132
11.60948296657717,19,306
11.698851211494219,13,58
13.810665904939238,7,112
10.034341492862627,20,306
19.370935707399706,11,135
17.040657929093157,12,261
12.821776047717451,10,56
13.205519182146494,16,7
6.165612533540163,8,161
6.0,1,136
15.686836798170223,13,126
8.849534215487902,22,4
9.622928003994426,14,218
22.074735339647933,1,300
9.917994202144675,7,68
8.045462768098718,7,298
18.816989266257934,9,266
26.11342171525808,14,271
6.404526776183952,8,161
3.3190782125211076,4,364
10.280031908390127,20,306
15.869602078306388,17,352
4.545899989462976,3,301
13.244322034352718,16,87
16.653663588016155,18,357
24.51190061808427,21,183
31.05303291057577,18,129
10.005026552609802,12,277
5.600964103781702,19,53
11.380934633279528,13,185
30.590065859373453,5,129
29.085268852099478,17,220
5.240347507078338,12,162
12.882800209911343,12,88
14.262766199764082,9,249
3.4092696280089125,14,282
42.20016537411986,18,215
35.0,1,74
10.729925210230403,13,69
15.750541795706768,13,88
10.980156020694645,16,218
4.287735001972513,3,299
21.14585030701382,15,251
16.059715563605742,17,364
28.57391476103536,15,308
13.218285835855507,15,365
19.21411435710837,8,135
5.7602321860375945,21,307
12.621728561015466,2,119
10.701104027856424,1,134
9.981015040354519,1,130
9.410593386792783,10,249
17.467483947870683,14,135
17.479970841074156,14,135
32.0,14,270
8.70154121315235,20,9
29.81416206126038,21,51
26.350702322277467,14,295
13.0,3,363
28.266116869197457,8,130
8.471047396528556,12,164
9.5836050370081,15,3
17.70867741842827,6,68
14.1589468179695,9,219
21.271495134113326,7,133
14.435817416504026,6,125
16.833054294844903,15,87
13.907085527910102,8,208
20.788293528244182,8,134
36.50792242388113,19,218
12.337998855119842,12,249
19.498449545293543,15,127
16.23257127552149,18,354
11.681739427003146,14,6
6.286704115166848,20,301
9.834531920752658,11,3
13.984248912305215,13,194
14.119953307642177,13,194
10.703788379352002,5,47
15.15132220780822,2,87
9.361541398754039,18,3
31.078320415275677,19,275
13.75523532661861,8,88
24.0948989967336,13,133
34.60755092001569,4,128
9.917500404226283,1,134
9.102063557303666,9,161
9.08472013692251,2,128
18.044260112390244,9,265
19.546317323029676,10,152
10.238653056585367,19,167
13.0,11,127
21.244482479163057,7,151
13.296323814974013,3,146
7.231220804853001,19,301
28.882260420040517,6,288
11.7935706545388,2,46
16.0,19,218
31.346152307791275,5,129
39.91879741171137,3,293
52.95934237979512,5,127
11.231402636360604,21,168
51.863749940245924,9,299
5.0,14,132
35.38088152767524,19,49
10.07397763954258,0,114
27.404505953022355,2,131
53.552868266099736,4,127
8.688762540811366,0,63
9.715795034431924,15,218
10.745179495369614,16,67
11.152879722078895,14,298
17.56173728211011,15,257
16.472847369680423,12,158
